mcc,short_name,description,unaltered_description
7299,Other Services—not elsewhere classified,Merchants that provide personal services that do not fall under any other  Examples of such services include animal boarding bath houses house sitting services maid services animal grooming and kennels animal training or breeding real estate agents brokers and managers body piercing and tattooing water treatment services taxidermists wedding chapels and animal cremation and burial services For real estate agents brokers and managers and apartment rental services use  ,"Merchants that provide personal services that do not fall under any other MCC. Examples of such services include animal boarding, bath houses, house sitting services, maid services, animal grooming and kennels, animal training or breeding, real estate agents, brokers, and managers, body piercing and tattooing, water treatment services, taxidermists, wedding chapels, and animal cremation and burial services. For real estate agents, brokers and managers, and apartment rental services, use MCC 6513."
7311,Advertising Services,Merchants that prepare advertising copywriting artwork graphics and other creative work and place advertising in periodicals newspapers radio television or other advertising media for clients on a contract or fee basis Other types of advertising such as aerial advertising coupon distribution distribution of samples and skywriting are also included,"Merchants that prepare advertising (copywriting, artwork, graphics, and other creative work) and place advertising in periodicals, newspapers, radio, television, or other advertising media for clients on a contract or fee basis. Other types of advertising such as aerial advertising, coupon distribution, distribution of samples, and skywriting are also included."
7321,Consumer Credit Reporting Agencies,Merchants that provide credit-reporting services such as credit investigation credit clearinghouses and other related services This  does not include collection agencies,"Merchants that provide credit-reporting services such as credit investigation, credit clearinghouses, and other related services. This MCC does not include collection agencies."
7333,"Commercial Art, Graphics, Photography",Merchants that provide commercial art or graphic design services for advertising agencies publishers and other businesses Such services may include silk screen design still and slide film production chart and graph design and commercial art and illustration For merchants that provide still video and portrait photography for the general public use  ,"Merchants that provide commercial art or graphic design services for advertising agencies, publishers, and other businesses. Such services may include silk screen design, still and slide film production, chart and graph design, and commercial art and illustration. For merchants that provide still, video, and portrait photography for the general public, use MCC 7221."
7338,"Quick Copy, Reproduction, and Blueprinting Services",Merchants that reproduce text drawings plans maps and similar materials by blueprinting photocopying or using other reproduction methods Such merchants also may provide collating and binding services ,"Merchants that reproduce text, drawings, plans, maps, and similar materials by blueprinting, photocopying, or using other reproduction methods. Such merchants also may provide collating and binding services. 159"
7339,Stenographic and Secretarial Support Services,Merchants that provide stenographic secretarial and other clerical services such as word processing typing editing letter writing proofreading resume writing and court reporting services For employment agencies that primarily seek to fill secretarial support positions use  ,"Merchants that provide stenographic, secretarial, and other clerical services such as word processing, typing, editing, letter writing, proofreading, resume writing, and court reporting services. For employment agencies that primarily seek to fill secretarial support positions, use MCC 7361."
7342,Exterminating and Disinfecting Services,Merchants that provide pest control extermination disinfecting and fumigation services including the elimination of termites insects and rodents ,"Merchants that provide pest control, extermination, disinfecting, and fumigation services, including the elimination of termites, insects, and rodents. 160"
7349,"Cleaning and Maintenance, Janitorial Services",Merchants that provide building cleaning maintenance and janitorial services such as window cleaning floor waxing school custodian services office cleaning and housekeeping on a contract or fee basis,"Merchants that provide building cleaning, maintenance, and janitorial services, such as window cleaning, floor waxing, school custodian services, office cleaning, and housekeeping on a contract or fee basis."
7361,"Employment Agencies, Temporary Help Services",Merchants that provide employment services for employers or those seeking employment with permanent or temporary positions,Merchants that provide employment services for employers or those seeking employment with permanent or temporary positions.
7372,"Computer Programming, Data Processing, and Integrated Systems Design Services",Merchants that provide computer programming services systems design and data processing services on a contract or fee basis Such services may include computer software design and analysis software or systems modifications data entry or data processing and training in the use of custom software,"Merchants that provide computer programming services, systems design, and data processing services on a contract or fee basis. Such services may include computer software design and analysis, software or systems modifications, data entry or data processing, and training in the use of custom software."
7375,Information Retrieval Services,Wholesale providers of online and database information retrieval and search services on a contract or fee basis,Wholesale providers of online and database information retrieval and search services on a contract or fee basis.
7379,"Computer Maintenance, Repair, and Services—not elsewhere classified",Wholesalers that provide computer-related services Such services may include consulting on a contract or fee basis database development computer maintenance and repair tape and diskette conversion services and computer requirements analysis For wholesale distributors of computer hardware software and related equipment use  ,"Wholesalers that provide computer-related services. Such services may include consulting on a contract or fee basis, database development, computer maintenance and repair, tape and diskette conversion services, and computer requirements analysis. For wholesale distributors of computer hardware, software, and related equipment, use MCC 5045."
7392,"Consulting, Management, and Public Relations Services",Merchants that provide counsel and assistance to the management of private nonprofit and public organizations on a contract or fee basis Services provided may include strategic and organizational planning financial planning and budgeting the development of marketing objectives information systems planning the development of human resource policies procedures planning and public relations services,"Merchants that provide counsel and assistance to the management of private, nonprofit, and public organizations on a contract or fee basis. Services provided may include strategic and organizational planning financial planning and budgeting, the development of marketing objectives, information systems planning, the development of human resource policies, procedures planning, and public relations services."
7393,"Detective Agencies, Protective Agencies, Security Services including Armored Cars, Guard Dogs",Merchants that provide security devices and services Examples of such devices and services include armored cars security systems installation monitoring and maintenance private investigators guard dogs and lie detection,"Merchants that provide security devices and services. Examples of such devices and services include armored cars, security systems (installation, monitoring, and maintenance), private investigators, guard dogs, and lie detection."
7394,"Equipment Rental and Leasing Services, Furniture Rental, Tool Rental",Merchants that rent and lease equipment tools furniture appliances and office equipment excluding typewriters For typewriter rentals use  ,"Merchants that rent and lease equipment, tools, furniture, appliances, and office equipment (excluding typewriters). For typewriter rentals, use MCC 5978."
7395,"Photo Developing, Photofinishing Laboratories",Merchants that develop film and make photographic prints and enlargements and may also provide specialized services such as custom enlarging and photo retouching The popular one-hour photo development services are included here These merchants also may sell a limited selection of supplies such as film tripods photo albums scrap books camera filters and picture frames If the merchant sells primarily photographic equipment and supplies use  ,"Merchants that develop film and make photographic prints and enlargements, and may also provide specialized services, such as custom enlarging and photo retouching. The popular one-hour photo development services are included here. These merchants also may sell a limited selection of supplies such as film, tripods, photo albums, scrap books, camera filters, and picture frames. If the merchant sells primarily photographic equipment and supplies, use MCC 5946."
7399,Business Services—not elsewhere classified,Merchants that provide business and trade services that typically are not considered professions This  must be used only if another more specific  does not describe the merchant’s business Examples of such business services include publishing companies conference management companies meeting planners seminar companies locksmiths mail and packing services including the sale of stamps message and paging services and waste management services,"Merchants that provide business and trade services that typically are not considered professions. This MCC must be used only if another more specific MCC does not describe the merchant’s business. Examples of such business services include publishing companies, conference management companies, meeting planners, seminar companies, locksmiths, mail and packing services (including the sale of stamps), message and paging services, and waste management services."
7512,Automobile Rental Agency—not elsewhere classified,Only those car rental agencies for which a unique  has not been designated,Only those car rental agencies for which a unique MCC has not been designated.
7513,Truck Rental,Merchants that provide short-term rental or long-term leasing of trucks vans or utility trailers Such vehicles are used for moving or hauling and are rented on a do-it-yourself basis,"Merchants that provide short-term rental or long-term leasing of trucks, vans, or utility trailers. Such vehicles are used for moving or hauling, and are rented on a do-it-yourself basis."
7519,Motor Home and Recreational Vehicle Rental,Merchants that rent motor homes RVs pop-up campers tent trailers and other recreational vehicles on a daily short-term or extended-term basis For aircraft bicycle motorcycle and go-cart rentals use   For recreational boat rentals use  ,"Merchants that rent motor homes, RVs, pop-up campers, tent trailers, and other recreational vehicles on a daily, short-term, or extended-term basis. For aircraft, bicycle, motorcycle, and go-cart rentals, use MCC 7999. For recreational boat rentals, use MCC 4457."
7523,Automobile Parking Lots and Garages,Merchants that provide temporary parking services for automobiles usually on an hourly daily or monthly contract or fee basis,"Merchants that provide temporary parking services for automobiles, usually on an hourly, daily, or monthly contract or fee basis."
7531,Automotive Body Repair Shops,Merchants that perform automotive body repair work Such merchants also may or may not paint automobiles in conjunction with the body repair work For merchants that primarily paint automobiles use   For merchants that perform automotive repair work other than body repair use  ,"Merchants that perform automotive body repair work. Such merchants also may or may not paint automobiles in conjunction with the body repair work. For merchants that primarily paint automobiles, use MCC 7535. For merchants that perform automotive repair work other than body repair, use MCC 7538."
7534,Tire Retreading and Repair Shops,This  identifies merchants that sell install repair or retread old tires For merchants that provide other types of automotive repair services use   For merchants that primarily sell new automotive tires use  ,"This MCC identifies merchants that sell, install, repair, or retread old tires. For merchants that provide other types of automotive repair services, use MCC 7538. For merchants that primarily sell new automotive tires, use MCC 5532."
7535,Automotive Paint Shops,Merchants that paint and refinish automobiles exclusively including those specializing in antique automobile restoration and custom design and painting,"Merchants that paint and refinish automobiles exclusively, including those specializing in antique automobile restoration and custom design and painting."
7538,Automotive Service Shops,Merchants that conduct automotive repairs and general servicing Such service may include engines brakes air conditioning systems mufflers front ends and frames fuel systems carburetors radiators windshields and windows and electrical systems This  includes the popular quick oil change merchants and lube merchants Service shops also may or may not perform wheel alignment balancing and repair services For automotive service specialists use the  that best describes the service provided for example for tire repairs and retreads use   for automotive painting use   and for automotive body repair work use  ,"Merchants that conduct automotive repairs and general servicing. Such service may include engines, brakes, air conditioning systems, mufflers, front ends and frames, fuel systems, carburetors, radiators, windshields and windows, and electrical systems. This MCC includes the popular quick oil change merchants and lube merchants. Service shops also may or may not perform wheel alignment, balancing, and repair services. For automotive service specialists, use the MCC that best describes the service provided, for example, for tire repairs and retreads, use MCC 7534; for automotive painting, use MCC 7535; and for automotive body repair work, use MCC 7531."
7542,Car Washes,Merchants that wash wax and polish automobiles including drive-through custom hand wash and do-it-yourself car wash locations If the merchant also sells automotive gasoline use  ,"Merchants that wash, wax, and polish automobiles, including drive-through, custom hand wash, and do-it-yourself car wash locations. If the merchant also sells automotive gasoline, use MCC 5541."
7549,Towing Services,Merchants that provide vehicle towing services For merchants that primarily provide wrecking and salvage services use  ,"Merchants that provide vehicle towing services. For merchants that primarily provide wrecking and salvage services, use MCC 5935."
7622,Electronic Repair Shops,Merchants that repair electronics excluding appliances such as radios televisions tape decks CDs receivers stereos and computers For merchants that repair small appliances such as microwaves toaster ovens and toasters use   For merchants that repair large appliances such as ovens washers dryers dishwashers and refrigerators use  ,"Merchants that repair electronics (excluding appliances) such as radios, televisions, tape decks, CDs, receivers, stereos, and computers. For merchants that repair small appliances such as microwaves, toaster ovens, and toasters, use MCC 7629. For merchants that repair large appliances such as ovens, washers, dryers, dishwashers, and refrigerators, use MCC 7699."
7623,Air Conditioning and Refrigeration Repair Shops,Merchants that service and repair household and commercial air conditioning and refrigeration systems For merchants that service and repair small household appliances use   For merchants that service and repair large household appliances use  ,"Merchants that service and repair household and commercial air conditioning, and refrigeration systems. For merchants that service and repair small household appliances, use MCC 7629. For merchants that service and repair large household appliances, use MCC 7699."
7629,"Appliance Repair Shops, Electrical and Small",Merchants that service and repair household and commercial electrical components and small appliances such as microwaves toaster ovens and toasters as well as merchants that service and repair electrical office machines excluding typewriters For merchants that specialize in typewriter repairs use   For specialists in electronics repairs use   For merchants that repair large household appliances use  ,"Merchants that service and repair household and commercial electrical components and small appliances such as microwaves, toaster ovens, and toasters, as well as merchants that service and repair electrical office machines, excluding typewriters. For merchants that specialize in typewriter repairs, use MCC 5978. For specialists in electronics repairs, use MCC 7622. For merchants that repair large household appliances, use MCC 7699."
7631,"Clock, Jewelry, and Watch Repair Shops",Merchants that clean and repair all types of watches clocks and fine jewelry For merchants that primarily sell watches clocks and fine jewelry use  ,"Merchants that clean and repair all types of watches, clocks, and fine jewelry. For merchants that primarily sell watches, clocks, and fine jewelry, use MCC 5944."
7641,"Furniture—Reupholstery and Repair, Refinishing",Merchants that reupholster repair and refinish furniture including restorers of antique furniture For merchants that sell furniture use  ,"Merchants that reupholster, repair, and refinish furniture, including restorers of antique furniture. For merchants that sell furniture, use MCC 5712."
7692,Welding Repair,Merchants that perform welding repair For merchants that perform construction welding use  ,"Merchants that perform welding repair. For merchants that perform construction welding, use MCC 1799."
7699,Miscellaneous Repair Shops and Related Services,Merchants that exclusively provide service and repair work but that cannot be classified under a more specific repair work  Such merchants include those that repair large household appliances for example ovens washers dryers dishwashers and water heaters bicycles and sporting equipment hearing aids orthopedic and prosthetic devices musical instruments tents and awnings camera and other photographic equipment lawnmowers luggage leather goods swimming pools electric razors and typewriters Also includes machine shops and merchants that clean and service furnaces and chimneys,"Merchants that exclusively provide service and repair work, but that cannot be classified under a more specific repair work MCC. Such merchants include those that repair large household appliances (for example, ovens, washers, dryers, dishwashers, and water heaters), bicycles and sporting equipment, hearing aids, orthopedic and prosthetic devices, musical instruments, tents and awnings, camera and other photographic equipment, lawnmowers, luggage, leather goods, swimming pools, electric razors, and typewriters. Also includes machine shops and merchants that clean and service furnaces and chimneys."
7800,Government Owned Lottery (U.S. Region Only),Government bodies that operate or administer lotteries and engage in the sale of lottery tickets or shares on the Internet or in a physical place of business either directly or through designated agents Use of this  is restricted to merchants located in the US region and properly registered with Mastercard as set forth in section  of the Security Rules and Procedures manual NOTE: An acquirer currently using   to identify a US region state lottery merchant must identify such merchant with   for transactions occurring on or after  April ,Government bodies that operate or administer lotteries and engage in the sale of lottery tickets or shares on the Internet or in a physical place of business either directly or through designated agents. Use of this MCC is restricted to merchants located in the U.S. region and properly registered with Mastercard as set forth in section 9.4.4 of the Security Rules and Procedures manual. NOTE: An acquirer currently using MCC 9399 to identify a U.S. region state lottery merchant must identify such merchant with MCC 7800 for transactions occurring on or after 17 April 2015.
7801,Internet Gambling (U.S. Region Only),Merchants licensed in accordance with applicable law or regulation to operate an Internet gambling system or platform accepting the placement of wagers Use of this  is restricted to merchants located in the US region and properly registered with Mastercard as set forth in section  of the Security Rules and Procedures manual NOTE: A US Region Acquirer may only use   Internet Gambling to identify transactions arising from a US Region Merchant or Submerchant engaged in legal gambling activity involving non- sports intrastate Internet gambling occurring on or after  April ,Merchants licensed in accordance with applicable law or regulation to operate an Internet gambling system or platform accepting the placement of wagers. Use of this MCC is restricted to merchants located in the U.S. region and properly registered with Mastercard as set forth in section 9.4.2 of the Security Rules and Procedures manual. NOTE: A U.S. Region Acquirer may only use MCC 7801 (Internet Gambling) to identify transactions arising from a U.S. Region Merchant or Submerchant engaged in legal gambling activity involving non- sports intrastate Internet gambling occurring on or after 17 April 2015.
7802,Government Licensed Horse/Dog Racing (U.S. Region Only),Merchants licensed in accordance with applicable law or regulation to conduct horse or dog racing or pari-mutuel wagering activities in connection therewith or both Use of this  is restricted to merchants located in the US region and properly registered with Mastercard as set forth in section  of the Security Rules and Procedures manual NOTE: An acquirer currently using   to identify a US region merchant conducting horse or dog racing gambling activity must identify such merchant with   for transactions occurring on or after  April ,"Merchants licensed in accordance with applicable law or regulation to conduct horse or dog racing or pari-mutuel wagering activities in connection therewith, or both. Use of this MCC is restricted to merchants located in the U.S. region and properly registered with Mastercard as set forth in section 9.4.2 of the Security Rules and Procedures manual. NOTE: An acquirer currently using MCC 9754 to identify a U.S. region merchant conducting horse or dog racing gambling activity must identify such merchant with MCC 7802 for transactions occurring on or after 17 April 2015."
7829,Motion Picture and Video Tape Production and Distribution,Wholesale producers and distributors of educational and industrial films and videos for exhibition and sale including TV commercials and training films For retailers that rent videotapes to consumers use  ,"Wholesale producers and distributors of educational and industrial films and videos for exhibition and sale, including TV commercials and training films. For retailers that rent videotapes to consumers, use MCC 7841."
7832,Motion Picture Theaters,Merchants that operate movie theaters including drive-in theaters Such merchants sell tickets and refreshments and may or may not offer advance ticket reservations via the phone,"Merchants that operate movie theaters, including drive-in theaters. Such merchants sell tickets and refreshments, and may or may not offer advance ticket reservations via the phone."
7841,Video Entertainment Rental Stores,Merchants that rent videotapes laser discs DVDs and video games for consumer use at home Such merchants may or may not sell a limited selection of used videos drinks candy snacks and blank tapes,"Merchants that rent videotapes, laser discs, DVDs, and video games for consumer use at home. Such merchants may or may not sell a limited selection of used videos, drinks, candy, snacks, and blank tapes."
7911,"Dance Halls, Schools, and Studios",Merchants that operate dance studios dance schools and public dance halls or ballrooms and charge for admission fees lessons and refreshments Such merchants may teach many types of dance or specialize in tap and ballet ballroom square dance instruction or other types of dance,"Merchants that operate dance studios, dance schools, and public dance halls or ballrooms, and charge for admission fees, lessons, and refreshments. Such merchants may teach many types of dance or specialize in tap and ballet, ballroom, square dance instruction, or other types of dance."
7922,"Theatrical Producers (except Motion Pictures), Ticket Agencies",Merchants that operate live theatrical productions such as road companies and summer theater groups Services associated with theatrical productions and concerts are also included such as casting agencies booking agencies scenery lighting and other equipment services and theatrical ticket agencies For movie theaters use  ,"Merchants that operate live theatrical productions, such as road companies and summer theater groups. Services associated with theatrical productions and concerts are also included, such as casting agencies, booking agencies, scenery, lighting, and other equipment services, and theatrical ticket agencies. For movie theaters, use MCC 7832."
7929,"Bands, Orchestras, and Miscellaneous Entertainers—not elsewhere classified",Merchants that provide entertainment other than theatrical productions and includes musicians bands orchestras comedians and magicians Merchants that specialize in providing music live bands or disc jockeys [DJs] for weddings or special events are also included,"Merchants that provide entertainment other than theatrical productions, and includes musicians, bands, orchestras, comedians, and magicians. Merchants that specialize in providing music (live bands or disc jockeys [DJs]) for weddings or special events are also included."
7932,Pool and Billiard Establishments,Merchants operating establishments that rent pool or billiard tables for entertainment Such merchants may offer coin-operated pool tables or may rent pool tables by the game or by the hour Shuffleboard darts and other games and refreshments may also be available,"Merchants operating establishments that rent pool or billiard tables for entertainment. Such merchants may offer coin-operated pool tables, or may rent pool tables by the game or by the hour. Shuffleboard, darts, and other games and refreshments may also be available."
7933,Bowling Alleys,Merchants that operate bowling alleys for entertainment and may accept Mastercard cards for rental fees pro shop purchases refreshments or usage fees Merchants located within the bowling alley that are separately managed must be classified with the appropriate  for that type of business For example a restaurant located within a bowling alley must use   a bar must use  ,"Merchants that operate bowling alleys for entertainment, and may accept Mastercard cards for rental fees, pro shop purchases, refreshments, or usage fees. Merchants located within the bowling alley that are separately managed must be classified with the appropriate MCC for that type of business. For example, a restaurant located within a bowling alley must use MCC 5812; a bar must use MCC 5813."
7941,"Athletic Fields, Commercial Sports, Professional Sports Clubs, Sports Promoters",Merchants that operate and promote semiprofessional and professional athletic clubs such as baseball basketball football hockey and soccer promote amateur and professional athletic events and manage individual athletes Sports arenas and stadiums are also included,"Merchants that operate and promote semiprofessional and professional athletic clubs (such as baseball, basketball, football, hockey, and soccer), promote amateur and professional athletic events, and manage individual athletes. Sports arenas and stadiums are also included."
7991,Tourist Attractions and Exhibits,Merchants that operate tourist attractions and exhibits for entertainment such as expositions botanical gardens craft shows museums and wineries For art exhibits held at art galleries use  ,"Merchants that operate tourist attractions and exhibits for entertainment, such as expositions, botanical gardens, craft shows, museums, and wineries. For art exhibits held at art galleries, use MCC 5971."
7992,"Golf Courses, Public",Merchants that operate public golf courses Services offered may include greens fees and golf cart or equipment rentals For restaurants and cafes located at the golf course use   For pro shops that sell golfing supplies and equipment use   For country clubs and private golf courses use  ,"Merchants that operate public golf courses. Services offered may include greens fees and golf cart or equipment rentals. For restaurants and cafes located at the golf course, use MCC 5812. For pro shops that sell golfing supplies and equipment, use MCC 5941. For country clubs and private golf courses, use MCC 7997."
7993,Video Amusement Game Supplies,Merchants that sell coin-operated amusement machines equipment and supplies Products for sale may include video game machines juke boxes pinball machines slot machines mechanical games and instant photograph booths For merchants that operate video and game arcades use  ,"Merchants that sell coin-operated amusement machines, equipment, and supplies. Products for sale may include video game machines, juke boxes, pinball machines, slot machines, mechanical games, and instant photograph booths. For merchants that operate video and game arcades, use MCC 7994."
7994,Video Game Arcades/Establishments,Merchants that operate interactive games and amusement machines such as jukeboxes video games pinball machines paintball and laser tag games mechanical games and instant photograph booths For merchants that sell amusement equipment use   For merchants that operate games involving wagering use   ,"Merchants that operate interactive games and amusement machines, such as jukeboxes, video games, pinball machines, paintball, and laser tag games, mechanical games, and instant photograph booths. For merchants that sell amusement equipment, use MCC 7993. For merchants that operate games involving wagering, use MCC 7995. 184"
7995,Gambling Transactions,Any transaction other than an ATM transaction involving the placing of a wager the purchase of a lottery ticket spread betting in-flight commerce gaming or the purchase of chips or other value usable for gambling in conjunction with gambling activities provided by wagering or betting establishments such as casinos race tracks card parlors airlines and the like Gambling transaction processing requirements are set forth in section  of the Mastercard Rules manual Any fee charged and included in the total transaction amount must be clearly disclosed to the cardholder before completing the transaction Such a fee may not be charged for in-flight commerce gaming transactions Before acquiring transactions reflecting non-face-to-face gambling an acquirer must first register the merchant with Mastercard as described in section  of the Security Rules and Procedures manual A US region acquirer formerly using   to identify transactions arising from a US region merchant and involving the purchase of a state lottery ticket must identify such merchant with   for transactions occurring on or after  April  if the acquirer has first registered the merchant with Mastercard as described in section  of the Security Rules and Procedures manual A US region acquirer formerly using   to identify a US region merchant conducting non-sports intrastate Internet gambling activity must identify such merchant with   for transactions occurring on or after  April  A US region acquirer formerly using   to identify a US region merchant conducting horse or dog racing gambling activity must identify such merchant with   for transactions occurring on or after  April  For other types of purchases associated with the establishment such as food lodging or passage use the  that best describes that transaction For information about Gaming Payment Transactions refer to Chapter  Gaming Payment Transactions in the Transaction Processing Rules manual,"Any transaction, other than an ATM transaction, involving the placing of a wager, the purchase of a lottery ticket, spread betting, in-flight commerce gaming, or the purchase of chips or other value usable for gambling in conjunction with gambling activities provided by wagering or betting establishments such as casinos, race tracks, card parlors, airlines, and the like. Gambling transaction processing requirements are set forth in section 5.1.2.2 of the Mastercard Rules manual. Any fee charged and included in the total transaction amount must be clearly disclosed to the cardholder before completing the transaction. Such a fee may not be charged for in-flight commerce gaming transactions. Before acquiring transactions reflecting non-face-to-face gambling, an acquirer must first register the merchant with Mastercard as described in section 9.2 of the Security Rules and Procedures manual. A U.S. region acquirer formerly using MCC 9399 to identify transactions arising from a U.S. region merchant and involving the purchase of a state lottery ticket must identify such merchant with MCC 7800 for transactions occurring on or after 17 April 2015 if the acquirer has first registered the merchant with Mastercard as described in section 9.4.5 of the Security Rules and Procedures manual. A U.S. region acquirer formerly using MCC 9754 to identify a U.S. region merchant conducting non-sports intrastate Internet gambling activity must identify such merchant with MCC 7801 for transactions occurring on or after 17 April 2015. A U.S. region acquirer formerly using MCC 9754 to identify a U.S. region merchant conducting horse or dog racing gambling activity must identify such merchant with MCC 7802 for transactions occurring on or after 17 April 2015. For other types of purchases associated with the establishment, such as food, lodging, or passage, use the MCC that best describes that transaction. For information about Gaming Payment Transactions, refer to Chapter 6, Gaming Payment Transactions in the Transaction Processing Rules manual."
7996,"Amusement Parks, Carnivals, Circuses, Fortune Tellers",Merchants that operate amusement parks and carnivals offering mechanical rides snacks and food stands games animal exhibits and entertainment Circuses fortune tellers astrologers tarot card readers and mystics also are included,"Merchants that operate amusement parks and carnivals offering mechanical rides, snacks and food stands, games, animal exhibits, and entertainment. Circuses, fortune tellers, astrologers, tarot card readers, and mystics also are included."
7997,"Clubs—Country Clubs, Membership (Athletic, Recreation, Sports), Private Golf Courses",Merchants that operate sports and recreation facilities requiring membership Examples of such facilities include exercise athletic and health clubs country clubs private golf courses boating yacht clubs swimming clubs tennis clubs bowling leagues riding clubs shooting and gun clubs and racquetball clubs Such merchants may or may not provide massage services and spa services such as facials weight control counseling aromatherapy steam baths and whirlpools For merchants that primarily provide massages use   For merchants that primarily operate a spa and its related services use  ,"Merchants that operate sports and recreation facilities requiring membership. Examples of such facilities include exercise, athletic, and health clubs, country clubs, private golf courses, boating yacht clubs, swimming clubs, tennis clubs, bowling leagues, riding clubs, shooting and gun clubs, and racquetball clubs. Such merchants may or may not provide massage services and spa services such as facials, weight control counseling, aromatherapy, steam baths, and whirlpools. For merchants that primarily provide massages, use MCC 7297. For merchants that primarily operate a spa and its related services, use MCC 7298."
7998,"Aquariums, Dolphinariums, Zoos, and Seaquariums",Merchants that operate sea life parks and zoos for the entertainment and education of the general public Other services located on the premises such as restaurants or gift shops must be classified with the  that best describes that type of business,"Merchants that operate sea life parks and zoos for the entertainment and education of the general public. Other services located on the premises, such as restaurants or gift shops, must be classified with the MCC that best describes that type of business."
7999,Recreation Services—not elsewhere classified,Merchants that provide a wide variety of recreation and entertainment services that are not described by another more specific  Typically these merchants provide services that require active physical participation such as swimming playing miniature golf snow skiing miniature car racing ice skating rock climbing skate boarding and horseback riding These merchants may also rent bicycles aircraft motorcycles go-carts and other sporting equipment As a general rule these merchants are not clubs and do not require membership For private sports and recreation clubs requiring membership use   For boat rentals use   For public golf courses use  ,"Merchants that provide a wide variety of recreation and entertainment services that are not described by another, more specific MCC. Typically, these merchants provide services that require active physical participation such as swimming, playing miniature golf, snow skiing, miniature car racing, ice skating, rock climbing, skate boarding and horseback riding. These merchants may also rent bicycles, aircraft, motorcycles, go-carts, and other sporting equipment. As a general rule, these merchants are not clubs and do not require membership. For private sports and recreation clubs requiring membership, use MCC 7997. For boat rentals, use MCC 4457. For public golf courses, use MCC 7992."
8011,Doctors—not elsewhere classified,Licensed physicians engaged in a practice of general or specialized medicine and surgery that is not more accurately identified by another more specific  Such merchants include plastic and cosmetic surgeons dermatologists psychiatrists radiologists orthopedists pediatricians neurologists obstetricians and gynecologists,"Licensed physicians engaged in a practice of general or specialized medicine and surgery that is not more accurately identified by another more specific MCC. Such merchants include plastic and cosmetic surgeons, dermatologists, psychiatrists, radiologists, orthopedists, pediatricians, neurologists, obstetricians, and gynecologists."
8021,"Dentists, Orthodontists",Licensed physicians that practice general or specialized dentistry such as dental surgery,"Licensed physicians that practice general or specialized dentistry, such as dental surgery."
8031,Osteopathic Physicians,Licensed physicians that provide therapy involving the non-surgical manipulation and adjustment of bone structures For orthopedists that provide surgical treatments use  ,"Licensed physicians that provide therapy involving the non-surgical manipulation and adjustment of bone structures. For orthopedists that provide surgical treatments, use MCC 8011."
8041,Chiropractors,Medical professionals that provide therapy in which the spinal column and limbs are manipulated and adjusted,Medical professionals that provide therapy in which the spinal column and limbs are manipulated and adjusted.
8042,"Optometrists, Ophthalmologists",Optometrists are medical professionals that examine and treat eye defects with corrective lenses or exercises Ophthalmologists are licensed physicians that specialize in the structures functions and diseases of the eye and may perform surgery These merchants may or may not fill eyeglass or contact lens prescriptions or sell eyeglass frames,"Optometrists are medical professionals that examine and treat eye defects with corrective lenses or exercises. Ophthalmologists are licensed physicians that specialize in the structures, functions, and diseases of the eye, and may perform surgery. These merchants may or may not fill eyeglass or contact lens prescriptions, or sell eyeglass frames."
8043,"Opticians, Optical Goods, and Eyeglasses",Merchants that read prescriptions for visual correction order lenses make and sell eyeglasses and contact lenses and may perform eye examinations Opticians may also sell a variety of optical goods such as safety glasses sunglasses prescription and regular carrying cases and eyeglass and contact lens solutions One-hour eyeglasses merchants generally located in shopping malls are included For merchants that examine eyes and treat eye defects with procedures that may involve surgery or surgical techniques use  ,"Merchants that read prescriptions for visual correction, order lenses, make and sell eyeglasses and contact lenses, and may perform eye examinations. Opticians may also sell a variety of optical goods such as safety glasses, sunglasses (prescription and regular), carrying cases, and eyeglass and contact lens solutions. One-hour eyeglasses merchants generally located in shopping malls are included. For merchants that examine eyes and treat eye defects with procedures that may involve surgery or surgical techniques, use MCC 8042."
8049,"Chiropodists, Podiatrists",Licensed physicians specializing in the diagnosis and treatment of foot ailments,Licensed physicians specializing in the diagnosis and treatment of foot ailments.
8050,Nursing and Personal Care Facilities,Merchants that provide inpatient nursing and health-related personal care services Because of their mental or physical condition patients in these facilities may require the administration of medications and treatments or the supervision of self-administered medications in accordance with a physician’s orders This  includes convalescent homes nursing homes hospice facilities and eldercare facilities that provide long-term care and generally do not perform surgery,"Merchants that provide inpatient nursing and health-related personal care services. Because of their mental or physical condition, patients in these facilities may require the administration of medications and treatments or the supervision of self-administered medications in accordance with a physician’s orders. This MCC includes convalescent homes, nursing homes, hospice facilities, and eldercare facilities that provide long-term care and generally do not perform surgery."
8062,Hospitals,Hospitals that provide diagnostic services extensive medical treatment including surgery and other hospital services as well as continuous nursing services for the sick and injured Includes mental and psychiatric hospitals children’s hospitals and maternity hospitals For pet clinics or pet hospitals use  ,"Hospitals that provide diagnostic services, extensive medical treatment including surgery, and other hospital services, as well as continuous nursing services for the sick and injured. Includes mental and psychiatric hospitals, children’s hospitals, and maternity hospitals. For pet clinics or pet hospitals, use MCC 0742."
